ID,LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,PAY_0,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,
16688,110000,1,3,1,34,0,0,0,0,0,0,23751,-153800.7797,26351,26996,27754,28597,1717,2000,,18115.19565,2000,5000,
16689,200000,1,1,1,44,-1,2,2,-2,-2,-2,655,265,-125,-515,-905,-905,0,0,0,0,0,0,
16690,260000,1,2,1,46,2,2,2,2,2,2,82683,84424,86472,87157,88526,90355,4000,4300,3000,3700,3400,3600,
16691,150000,1,2,1,36,2,2,0,0,0,0,88655,86333,88931,92441,102903,105240,0,4000,5000,12000,4000,6000,
16692,50000,1,2,2,33,0,0,0,0,0,0,23142,28202,30610,243157.7848,18413,-169499.3836,5494,3202,3502,3200,2500,3000,
16693,150000,1,2,2,35,-1,-1,-1,-1,-1,0,13059,11526,18301,15858,2744,2144,11526,18305,15861,2744,0,19682,
16694,250000,1,1,2,35,2,2,2,2,2,2,153798,164692,160658,180382,182914,186838,15000,0,24000,7000,7000,6700,
16695,50000,1,-2,2,49,0,0,0,0,0,0,36869,31255,28040,20799,9584,9788,1615,2507,10814,344,359,401,
16696,50000,1,2,1,47,0,0,0,0,0,0,38830,35866,30260,19187,19324,-173,1600,8820,1293,820,700,689,
16697,50000,1,3,3,44,2,2,2,3,2,2,41755,40793,44084,44763,44939,46078,0,3949,1700,1200,2000,,
16698,80000,1,3,2,40,1,2,2,2,2,2,81053,79337,82698,81467,49150,51303,300,6200,2139,0,4000,0,
16699,20000,1,3,1,49,0,0,0,0,0,0,11572,27270,14375,15200,20000,16560,2820,4000,1200,5000,10000,0,
16700,0,1,2,-3,47,2,4,3,2,2,2,233756,216591,197022,198088,187000,179703,3000,0,6000,,14004,0,
16701,120000,1,5,1,39,-1,2,2,0,0,3,12190,13091,12591,17366,22064,21432,1400,0,5000,5000,,0,
16702,200000,1,3,2,39,0,0,0,0,0,0,84184,95791,94901,92866,93514,85659,16000,5013,5024,10000,5000,10000,
16703,30000,1,3,1,47,0,0,4,-1,0,0,118587,89271,91157,30420,30384,207557.9232,6624,3000,31959,1052,1062,1114,
16704,50000,1,2,2,43,0,0,0,0,0,0,,50552,49465,40020,10407,9037,1934,-16756.10639,2500,500,500,1000,
16705,50000,1,3,2,42,2,0,0,,0,2,4864,5876,6898,7910,8681,8397,1252,1274,1286,1057,0,306,
16706,230000,1,2,1,45,0,0,0,0,-1,3,42770,22080,16740,14029,1439,2269,2000,1347,3078,1509,9000,8000,
16707,280000,1,2,2,33,0,0,0,0,0,0,265120,238661,223383,162196,165129,168295,9104,9401,6001,6001,6201,6201,
16708,70000,1,1,,43,0,0,0,0,0,0,68228,65935,67454,67592,36515,37426,20247.31371,2600,2613,1500,1500,1500,
16709,120000,1,2,-3,40,-1,0,0,0,4,0,112123,114344,117684,117344,58800,0,4089,5179,2543,,0,0,
16710,170000,1,1,2,39,0,0,0,0,0,0,138811,136227,136893,122820,120550,102054,5505,4849,20701.16769,4600,3704,4506,
16711,30000,1,3,1,41,1,2,2,0,0,0,17301,18015,17437,18448,18815,19210,1295,0,1306,673,698,1547,
16712,20000,1,2,1,33,0,0,0,2,2,-2,18706,17483,19509,18828,0,0,1275,3081,0,0,0,0,
16713,20000,1,3,2,35,0,0,0,0,0,0,-210006.6935,17012,18181,19331,19113,17996,1281,1450,1600,382,383,345,
16714,220000,1,1,2,39,,2,0,0,0,2,184140,187089,189680,193561,205161,205477,7500,7100,7203,15000,3500,4500,
16715,50000,1,2,2,44,,0,0,0,-1,-1,20995,21743,22300,4067,1290,0,3000,3007,1000,1290,0,0,
16716,300000,1,5,1,46,0,0,0,0,0,-1,289299,297003,300153,9250,6088,2497,15000,13274,1010,185,2497,2497,
16717,430000,1,2,2,29,-2,-2,-2,-2,-2,-2,1442,3058,0,234081.1401,0,0,3058,0,980,0,0,1030,
16718,30000,1,2,1,36,-1,2,-1,-1,-1,-1,1226,390,390,200974.531,390,0,0,390,390,390,0,780,
16719,20000,12,3,3,46,0,0,0,0,0,,14075,15523,17264,18325,15680,0,2000,2000,1500,500,0,0,
16720,210000,1,1,1,40,0,0,0,0,0,0,119752,114952,108857,103789,96250,,10030,6053,10036,6027,10028,10030,
16721,80000,1,2,1,31,0,0,0,0,0,0,47464,49665,50538,53314,27962,27873,3000,2000,29000,19725.87356,2000,2000,
16722,30000,1,3,2,31,0,0,0,0,0,0,28275,29772,27821,28075,29682,28001,2000,2000,2000,2014,2000,2000,
16723,220000,1,1,1,47,2,2,2,0,0,0,165665,163494,162360,134989,124915,84959,2008,6000,6000,4000,2852,9000,
16724,80000,1,2,2,32,0,0,0,0,0,0,22753,25046,23466,25689,29820,22082,3000,3000,3000,4500,830,2000,
16725,480000,1,2,6,31,0,0,,0,0,0,55346,58411,58883,59452,61168,56931,4000,3000,3000,3000,3000,3000,
16726,150000,1,1,2,33,0,0,0,0,0,0,94020,78038,63176,182994.8691,34199,32061,,5000,10116,5000,6000,3000,
16727,60000,1,3,1,31,1,2,0,0,-2,-2,36243,35369,35320,0,0,0,0,1027,0,0,0,0,
16728,80000,1,2,2,33,2,2,0,0,0,0,24928,24229,25832,27394,29922,31879,0,2000,2000,3000,2600,0,
16729,50000,1,2,1,32,0,0,0,0,0,0,46827,48134,49550,48377,18727,-195629.8291,2084,2500,1135,497,514,335,
16730,50000,1,3,2,34,1,2,2,2,2,2,33776,34824,33988,36311,181220.9239,36191,1900,0,3200,1500,0,3000,
16731,180000,1,3,1,42,0,0,0,0,0,,177027,173635,172514,157768,,125456,7003,17227.80339,7507,4500,5000,5000,
16732,100000,1,2,,39,0,0,0,0,-2,-2,10603,11735,12460,0,0,0,1315,1040,0,0,0,0,
16733,240000,1,3,1,42,2,2,2,-4,2,2,259511,258208,245397,245014,209834,195913,11000,,12300,14288,0,6887,
16734,50000,1,3,1,49,0,0,0,0,0,0,49331,46429,47446,39516,17643,32230,2000,3030,4000,2000,2800,2936,
16735,20000,1,3,1,40,0,0,0,0,0,0,8151,9011,10858,12670,,13742,1153,2000,2000,1000,800,1000,
16736,50000,1,2,1,30,0,0,0,0,0,0,48591,37944,50135,49526,19686,19374,,13000,5000,4010,-14845.4897,3000,
16737,200000,1,2,,31,,-2,-2,-2,-2,-2,243704.2154,1747,642,0,0,-136466.6572,1747,642,0,0,0,500,
16738,180000,1,2,2,32,,0,0,0,-2,-2,22832,19517,11988,0,0,0,1429,1000,0,-122,0,0,
16739,320000,1,-3,2,33,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,
16740,200000,1,3,2,48,0,0,0,0,-1,-1,87035,79529,67675,56519,11884,14343,2915,2646,2208,12503,14869,0,
16741,20000,1,2,2,41,0,0,0,2,3,0,10142,10869,13940,14755,14223,15337,1200,3250,1340,0,1500,,
16742,200000,1,1,2,38,-2,-2,-2,-2,-2,-2,5607,0,-740,499,672,100,0,316,499,672,100,0,
16743,20000,1,3,2,40,1,-2,-2,-2,-2,-2,0,0,0,0,0,-469,0,0,0,0,0,0,
16744,50000,1,2,2,39,1,,2,2,2,2,50180,49089,48935,18243,20285,17175,0,1266,0,2301,0,748,
16745,50000,1,2,2,25,0,0,0,0,0,0,50479,48294,48735,45036,19246,18872,1649,11890,1367,668,675,673,
16746,80000,1,2,1,43,0,0,0,0,0,0,44620,33729,40350,38812,33459,31650,1582,15350,1491,3459,1650,9028,
16747,180000,1,1,2,33,0,0,0,-1,-1,-1,48252,39451,20027,15000,14958,-42,9024,1104,15000,14958,0,0,
16748,80000,1,3,1,42,-2,-2,-2,-2,-2,-2,-1590,-6256,-10922,-15588,-20254,-24920,4666,4666,4666,4666,266,0,
16749,150000,1,2,2,36,2,3,2,2,2,2,87021,86708,88909,,236906.0323,93241,2000,4500,3800,3400,3500,3900,
16750,20000,1,2,2,37,-1,-1,0,,0,0,296366.6716,17597,17840,16342,16428,18167,17597,1332,1134,1000,2000,0,
16751,0,1,1,1,42,-1,-1,-1,-2,-2,-2,1653,1734,0,0,0,0,1734,0,0,0,0,0,
16752,30000,1,2,2,35,,3,3,2,0,0,25601,-224622.2655,26185,25470,25751,27179,2000,0,0,1000,2000,1000,
16753,140000,1,2,1,49,0,0,0,0,0,,35815,36800,37344,37933,38522,38519,1590,1926,1911,1500,1541,1559,
16754,80000,1,1,-3,36,1,2,3,2,-1,-1,-234035.1974,10305,9979,1261,1261,1261,2181,0,0,1261,1261,1261,
16755,20000,1,2,1,45,0,0,0,0,-2,-2,13243,11699,12372,0,-800,0,1500,5017,0,0,800,0,
16756,70000,1,2,1,35,0,0,0,0,0,0,69388,70480,66646,236833.4528,46458,50679,3439,3237,4938,1693,5000,2200,
16757,320000,1,2,2,36,0,0,0,0,0,0,318022,321560,150062,139555,116315,106541,10810,4746,4241,3275,3265,2865,
16758,80000,1,2,1,46,0,-1,-1,2,-1,0,31290,780,390,780,780,390,780,390,0,1560,0,390,
16759,50000,1,2,1,33,0,0,-5,0,0,0,28086,29088,25692,24336,20243,18995,1500,2000,1410,1000,1000,1000,
16760,80000,1,2,1,41,0,0,0,-4,0,0,15824,12781,9994,10704,9201,6275,2000,2000,4000,1000,1000,1000,
16761,110000,1,3,2,38,0,0,0,0,0,0,52708,51021,51166,42718,42183,40909,2469,2119,1857,1418,1390,1408,
16762,50000,1,2,1,,0,0,0,0,0,0,49573,49417,49085,33156,19344,18930,2245,1652,1497,10580,685,-888,
16763,50000,1,3,1,42,2,0,0,2,0,0,10343,12161,15061,14400,16000,18000,2000,3100,0,2000,2000,0,
16764,20000,1,2,1,38,0,0,0,0,0,0,14966,16278,17012,17992,18350,18738,1565,1299,1279,637,663,1469,
16765,120000,1,1,1,42,2,2,0,0,2,0,63598,61987,64373,69164,-511,72997,0,4000,6500,0,6639,4000,
16766,30000,1,2,2,37,0,0,0,0,0,-5,23422,24425,25463,26453,26987,28760,,1435,1425,959,2201,1200,
16767,50000,1,2,3,34,0,0,0,0,0,0,8603,7757,8742,6041,5383,0,1200,1141,1006,0,0,0,
16768,100000,1,3,2,35,1,2,0,-1,-1,-1,23704,21774,21818,1261,1261,1261,0,2000,1261,-14309.04439,1261,1651,
16769,50000,1,2,2,35,3,2,2,2,2,-1,150,150,150,150,150,805,0,0,0,0,805,43340,
16770,30000,1,2,2,34,0,0,,0,-2,-2,17803,19126,19500,0,0,0,1626,1000,0,0,0,0,
16771,40000,1,2,1,38,3,2,0,0,2,0,38291,37380,38180,40524,39720,39860,0,1706,3050,0,1565,1278,
16772,190000,1,2,1,39,2,2,2,2,0,0,166611,170196,172122,167858,171192,174937,7820,6100,0,6127,6503,6500,
16773,10000,1,3,1,39,1,2,0,0,,0,10866,10094,9212,9633,9550,9334,0,,1062,254,,365,
16774,50000,1,3,1,43,0,0,0,0,0,,50444,49654,49921,50512,20071,20277,2000,2050,1641,1000,1000,1000,
16775,20000,1,2,8,34,0,0,0,2,0,0,17676,17650,18740,18373,18768,19315,2000,2500,1000,1000,1000,2000,
16776,120000,1,3,2,37,-2,-2,-2,-2,-2,-2,2284,2007,1371,4639,360,2650,2007,1371,4639,360,2650,1947,
16777,50000,1,3,2,43,0,0,0,0,-1,0,50517,48230,42674,4593,18007,18230,2015,1882,2119,45800,662,1000,
16778,310000,1,1,2,31,0,0,0,0,0,0,279711,266417,271746,260673,199746,182994,10143,24932,10440,6265,6275,5830,
16779,240000,1,3,2,45,1,2,0,0,0,0,221341,213264,207403,,195040,188968,7000,7500,7300,7000,7000,5869,
16780,50000,,2,1,47,1,-1,2,2,-1,-1,-658,46342,25600,211400.7413,40000,0,47000,0,0,20400,0,-323,
16781,210000,1,1,2,40,-1,-1,-1,-1,-1,-1,1535,2652,179,1326,1326,1326,2652,179,1326,1326,1326,4182,
16782,60000,1,2,1,31,1,2,2,2,0,0,16253,15695,18440,17838,17417,22102,0,3000,0,1000,5000,1000,
16783,20000,1,2,2,31,0,0,0,0,2,2,13192,14202,,17164,17294,16110,1230,1265,2192,694,0,3134,
16784,930000,1,14,2,43,0,0,0,0,0,0,50785,48709,50981,45793,46555,38816,3000,4414,1500,1042,2000,0,
16785,30000,1,2,2,39,0,4,0,0,0,0,24065,25660,26257,27641,29335,10493,2005,2000,2000,2000,1000,1000,
16786,60000,1,1,2,29,1,2,2,0,0,2,,44522,43222,43588,46564,47369,2100,0,1708,4000,2000,1903,
16787,90000,1,2,2,29,0,0,0,-2,-2,-2,70559,51550,,0,0,0,3000,0,0,-620,0,0,
16788,30000,1,2,1,32,0,0,,0,0,2,12452,13439,14420,,17331,16973,1500,1500,2000,2000,0,3600,
16789,30000,1,2,2,37,3,2,2,7,7,7,2379,2379,2379,2379,2379,2379,0,0,0,0,0,0,
16790,220000,1,3,1,39,2,2,2,2,2,2,175808,179399,183039,185541,187984,191837,8000,,7000,7000,7000,0,
16791,250000,1,5,1,39,4,-2,-2,-2,-2,-2,14310,3697,0,0,0,0,3700,0,0,0,0,0,
16792,450000,,1,1,42,-1,0,-1,-1,-1,-1,2549,20499,2499,2499,0,11071,20449,2499,2499,0,11071,780,
16793,30000,1,2,2,34,2,0,0,4,3,2,18402,19785,24633,23961,23289,22779,2000,5500,0,0,0,3400,
16794,220000,1,6,1,37,0,0,0,0,0,3,13429,15688,278620.4309,20111,22261,24392,2500,2500,2500,2500,2500,2500,
16795,300000,1,1,2,30,-2,-2,-2,-2,-2,-2,901,901,901,1075,0,66,901,901,1075,0,66,66,
16796,500000,1,2,2,30,0,0,0,0,0,0,135634,135796,133712,136069,67837,69514,5034,6000,5355,3500,2513,,
16797,20000,1,2,2,34,1,2,0,0,0,0,15095,14459,12607,16430,19230,0,0,6000,5000,3000,0,0,
16798,110000,1,2,2,32,0,0,0,0,0,-2,42015,38897,29059,20799,-1961,-1961,1575,1377,1007,0,0,66296,
16799,10000,,3,1,41,,4,3,2,0,0,10711,10399,10092,9700,10000,9900,0,0,0,302,0,0,
16800,20000,1,2,2,47,1,2,2,2,0,0,8557,8271,11127,10657,11178,11840,0,3000,0,1000,1000,1900,
16801,230000,1,2,1,34,-1,-1,-1,-1,-1,-1,1344,-6,2190,3475,1791,2993,0,2196,3485,1796,3002,2601,
16802,20000,1,2,2,35,1,2,2,2,2,4,15668,15119,17976,19088,18500,20712,0,3108,18261.6836,0,3500,0,
16803,50000,1,2,1,38,-1,-1,3,-1,0,-1,1930,305,6270,6396,6596,3488,305,6270,6396,2200,3488,0,
16804,200000,1,1,2,40,0,0,0,0,0,0,66052,68994,70825,73902,74943,76996,3800,3300,4000,2600,3000,3000,
16805,80000,1,2,1,76,1,-2,-2,-2,-2,-2,0,0,0,,0,0,3000,0,0,0,0,0,
16806,50000,4,3,2,43,-1,-1,-1,0,-1,-1,4166,4166,4216,4166,4166,4166,4166,4216,4116,4166,4166,4166,
16807,50000,1,2,1,49,1,2,0,0,0,0,16747,16181,17912,19606,20969,25302,0,2000,2000,2000,5000,0,
16808,110000,1,1,2,29,0,0,0,0,0,0,110721,111242,105199,104587,189212.6862,45093,3938,5720,3078,2000,2000,2000,
16809,110000,1,2,1,38,0,0,0,0,0,14,42617,42229,213091.7786,41405,40846,,1678,2023,1574,1375,1468,1649,
16810,,1,2,1,36,0,0,0,0,,0,87431,114959,110700,58674,50247,85500,50005,20010,2481,20000,55827,34675,
16811,140000,1,3,1,38,0,0,0,0,0,0,138329,138072,136377,106241,96986,94665,6806,4744,4546,3672,3602,4006,
16812,50000,1,2,2,43,0,0,0,0,-2,-2,34326,34110,3552,0,0,0,3000,16676.13538,0,0,0,0,
16813,100000,1,2,1,40,2,2,2,2,2,0,-257134.1871,69025,74489,78660,76797,78404,0,6600,6000,0,,,
16814,20000,1,1,2,38,0,0,0,0,0,0,15255,16507,16842,15151,-905,20540,5006,4015,2006,7137,18000,202,
16815,50000,1,3,2,32,0,0,0,0,0,-4,49760,51105,48516,19078,19220,19514,2189,1600,1600,700,700,857,
16816,40000,1,2,2,33,0,0,-2,-2,-2,-2,23330,0,0,,0,0,0,0,0,0,0,0,
16817,180000,1,2,,34,-1,3,-1,-1,-1,-1,13067,6170,3439,1193,381,1516,6170,3444,1193,381,1516,542,
16818,80000,1,3,2,,0,0,0,0,0,0,45876,46565,47967,48804,49624,50031,1752,2154,1991,1811,,2000,
16819,30000,1,2,2,34,0,0,0,0,0,0,26774,28014,29248,29254,19837,14793,2000,1694,,8697,2000,1000,
16820,,1,2,1,35,0,0,-1,-1,-1,0,30798,28806,2425,2425,3850,2425,1000,2425,,3850,1000,15244,
16821,20000,1,6,2,41,0,0,0,2,0,0,20101,20086,20221,19627,18948,0,1318,-12098.93753,1000,600,0,0,
16822,350000,1,3,1,44,-1,-1,-1,-1,-1,-2,2161,7230,3301,4301,15,684,7426,3306,4301,15,684,2713,
16823,20000,1,2,1,38,3,2,2,2,2,2,9599,9296,11813,11327,12137,11799,0,2676,0,1000,0,582,
16824,130000,1,2,2,36,0,0,0,0,0,-1,91016,249011.8021,19802,11515,4261,45718,1848,1394,1015,99,47657,1681,
16825,50000,1,2,1,37,0,0,0,0,0,0,47832,49020,48272,49264,26206,27823,2000,3000,2000,1000,2000,2000,
16826,100000,1,2,2,44,0,0,0,-1,-1,0,,6882,2456,1537,1642,110,1068,1007,1741,1646,100,0,
16827,20000,1,2,1,40,0,0,0,2,15,10,12129,12919,14810,15267,15714,16308,1300,2100,1000,1000,1000,1000,
16828,150000,1,1,1,43,-2,-2,-2,-2,-1,-1,1000,0,0,1522,5014,1000,0,0,1522,5014,1406,0,
16829,230000,1,2,1,46,0,0,0,,0,0,117255,109450,109794,109143,107996,109230,5400,5505,5505,4000,4500,5000,
16830,470000,1,1,1,38,0,0,0,0,0,0,33277,34292,38423,197773,202722,46980,1869,5000,162546,5783,1689,,
16831,-450000,1,2,1,46,0,,0,0,0,0,43719,44290,41245,,20328,20391,1700,1924,2015,1000,663,10000,
16832,120000,1,3,6,49,0,-1,-1,-1,-1,-1,119440,3844,2290,780,8190,4600,3844,2299,780,8190,4600,1081,
16833,20000,1,2,1,43,2,2,2,2,0,0,17233,18639,20035,19333,18135,14366,2000,2000,0,1000,500,1950,
16834,10000,1,2,1,45,1,2,2,2,2,0,7953,9164,8876,10009,7169,8842,1500,,1500,0,3000,2000,
16835,50000,1,1,2,29,2,2,2,0,0,-2,7881,10415,3997,1047,0,0,3000,0,1000,0,0,0,
16836,360000,1,1,2,30,-2,-2,-2,-2,-2,-2,1246,17234,387,776,810,0,17328,388,779,814,0,0,
16837,100000,,5,10,38,0,0,0,0,0,0,101330,100278,100733,96038,94646,96631,3824,4311,3648,3370,3492,3614,
16838,170000,1,1,2,36,-1,-1,-1,-1,-1,-1,8433,644,7567,0,499,576,644,7567,0,499,576,0,
16839,30000,1,2,2,43,2,2,2,2,2,2,14697,17332,16770,18483,201660.6723,19097,3200,,-10341.95609,0,1500,0,
16840,230000,1,1,,37,1,-1,-1,2,-1,0,0,2062,5056,3050,3700,1900,2062,3050,0,3700,0,2436,
16841,150000,1,1,2,35,3,0,0,0,0,0,114997,118821,121362,124687,125223,98890,4884,5100,6000,3142,3300,3323,
16842,260000,1,2,2,37,-1,-1,,-1,-1,-2,3000,150,-850,-784,-832,-832,150,0,1000,0,0,0,
16843,80000,1,3,1,48,0,0,0,0,0,0,76288,71659,67528,64035,60612,57532,3003,2403,3003,3001,2401,3109,
16844,20000,1,2,2,43,0,0,0,0,0,0,19656,30177,16263,17287,17699,18413,1300,2600,1300,700,1000,700,
16845,240000,1,1,1,36,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,
16846,50000,1,2,1,40,1,2,0,0,0,0,49039,-442,49235,,17063,17634,0,2058,1400,762,1000,650,
16847,50000,1,1,2,45,0,0,0,0,0,0,42931,45556,43809,36493,20069,20210,6004,1805,1255,1003,1111,3002,
16848,910000,1,2,2,45,2,2,2,2,0,0,-179640.1883,,59478,,50640,49113,0,4817,6,1700,3650,0,
16849,20000,1,3,2,40,0,0,0,19,0,0,,17891,19078,19800,20000,0,1291,1478,1200,400,-10508.52776,0,
16850,150000,1,1,1,41,2,2,2,2,0,0,116699,113358,124745,121249,124237,132252,0,14779,0,5000,10000,5000,
16851,230000,1,2,3,37,-1,0,0,0,0,-1,11770,16479,20474,26492,326,1056,10000,5000,16492,0,1056,326,
16852,20000,1,2,1,45,0,0,0,0,0,0,19473,19868,16749,-842,13840,7370,1896,1417,1206,284,147,4937,
16853,390000,1,2,2,33,0,0,0,0,0,0,30209,31193,31440,38001,48301,28131,1804,2561,8122,11000,20015,1002,
16854,80000,1,,1,36,3,2,2,4,4,3,600,600,600,600,,300,0,0,0,0,0,0,
16855,270000,1,1,2,35,1,-2,-2,-5,-2,-2,-12,-12,-12,-12,-12,-129139.5454,0,0,0,0,0,0,
16856,20000,1,2,1,37,0,0,-4,0,0,0,15429,16436,17584,18166,8190,8190,1270,1418,1000,3144,0,0,
16857,150000,1,2,1,45,2,3,3,2,0,0,152180,157719,155368,123906,128597,105967,9500,2000,0,8000,9000,15000,
16858,50000,1,1,2,36,0,,0,0,0,0,49750,48854,47892,49439,48630,49160,2100,2000,2500,2413,2000,1987,
16859,160000,1,1,,47,1,2,2,2,2,3,58706,57384,59875,61518,65152,64074,0,3200,3000,5000,0,,
16860,360000,1,1,2,33,-2,-2,-2,-2,-2,-2,714,-68,-156470.0963,-68,4132,-2,7,0,0,4200,48,5500,
16861,150000,1,3,1,40,0,0,0,0,0,0,121544,123615,126733,130241,132466,134808,5000,4533,5000,3724,3829,3900,
16862,500000,1,1,1,46,0,0,0,0,0,0,11471,13270,14245,233997.1387,20980,18255,15157.70193,1500,1219,6000,1000,1000,
16863,220000,1,1,1,35,-1,-1,-1,3,0,-1,753,-169310.814,762,5106,700,1364,6220,762,,0,1364,500,
16864,280000,1,1,1,46,1,-2,-1,-1,-1,-1,0,0,26330,-158212.6003,797,,0,26330,6880,797,-11774.00341,,
16865,30000,1,1,2,38,1,2,0,0,0,0,96258,260316.6623,71904,62630,57406,46231,0,4000,5000,8000,1460,40000,
16866,500000,1,3,2,36,0,-1,-1,-1,-1,0,9001,1687,1409,16200,19880,9110,,1422,16281,20062,500,25070,
16867,360000,1,2,1,98,-2,-2,-2,-2,-2,-2,0,256,0,425,1529,0,256,0,425,1529,0,590,
16868,400000,1,1,1,38,1,2,2,2,-1,0,36838,26214,16199,3320,111353,103569,65,3383,20,112679,3699,3567,
16869,350000,1,-2,1,43,-2,-2,-2,-2,-2,-2,6088,,7763,20573,2367,11486,3436,7813,20604,2376,11493,13885,
16870,20000,1,2,2,36,1,4,3,3,2,3,15557,15015,16079,15528,16477,15930,0,1600,0,1500,0,0,
16871,110000,1,5,1,36,1,2,0,0,0,-4,112875,108481,108418,105373,71733,61020,0,4308,3196,2536,2322,2001,
16872,890000,,3,2,31,1,3,2,0,0,0,31405,-244029.9349,26860,21165,21281,22938,0,0,1646,762,2000,0,
16873,20000,,2,2,45,0,0,,0,0,0,19856,20007,-182,,20025,15463,1316,1458,1277,494,427,4000,
16874,180000,1,1,1,42,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,
16875,140000,1,2,2,48,0,0,2,2,2,0,119965,124944,124901,129675,121292,121343,8506,4706,9463,16,5002,10006,
16876,300000,1,1,2,43,-1,-1,4,-1,0,0,-335,2508,8534,14378,16245,19047,2508,,,4000,6550,0,
16877,240000,1,3,2,41,0,0,0,0,0,0,218435,205981,187258,189435,145032,147370,5778,17020,5268,4179,4903,4236,
16878,160000,1,,1,41,-1,-1,-1,-1,0,-1,326,1306,326,79652,326,49326,1306,652,79652,0,49326,326,
16879,500000,1,2,,38,0,0,0,0,-1,0,49201,59372,49677,49515,42568,48268,30107,10026,7241,50091,25000,5078,
16880,50000,1,-3,1,45,0,0,0,0,0,0,50297,49944,48030,32097,31450,-550,1939,1547,1464,1078,1225,1500,
16881,50000,1,2,1,39,1,2,2,3,2,0,26094,25376,,28786,28024,28772,0,4600,0,0,1200,1200,
16882,100000,1,0,2,37,0,0,-2,-2,-2,-2,7642,0,0,0,0,0,0,0,0,0,0,0,
16883,150000,1,2,2,38,-2,-2,-2,-2,-2,-2,6682,2659,2178,1536,626,621,2669,2184,1542,626,621,1591,
16884,290000,1,1,1,36,1,-2,-1,-1,4,0,0,0,568,16166,16726,17427,0,568,16166,,,1000,
16885,20000,1,2,2,106,4,0,0,0,0,0,15612,16927,17794,18550,18850,0,1577,1444,1200,500,0,0,
16886,50000,1,2,1,33,0,0,0,0,0,0,49916,50240,26443,30768,10778,10989,2000,2000,5000,1000,-193,0,
16887,80000,1,,1,39,0,0,0,0,0,0,37712,38713,39750,40771,-192403.1827,-153,1626,1663,1684,2000,2000,2000,
16888,140000,1,2,1,,0,0,19,,0,-5,139227,120780,123390,127557,117961,120570,4325,4558,6300,4221,4500,4600,
16889,260000,1,2,2,33,0,0,0,0,0,-1,19152,19934,21693,25492,29876,416,5000,5000,5000,5000,416,566,
16890,,1,1,2,37,2,2,2,2,2,2,36148,36858,35985,38687,37765,40352,,0,3300,0,3200,1700,
16891,300000,1,2,2,37,-2,-2,-1,-1,-1,-1,11669,27719,63037,1137,3916,4803,27963,,1140,,4817,5692,
16892,120000,1,1,2,33,1,-2,4,-1,-1,-2,0,0,0,600,0,0,0,0,600,14128.35765,0,0,
16893,90000,1,2,2,38,0,0,0,0,0,0,17621,18718,19809,20874,21228,21736,1700,1700,-15456.48064,1000,1000,1000,
16894,,1,10,1,42,-2,-2,-2,-2,-2,-2,-200,-200,-200,-200,2472,0,0,0,0,2672,0,1862,
16895,870000,1,1,2,-29,0,0,0,0,2,0,46134,50890,59395,73225,56999,61050,5890,-39,15000,0,5000,7086,
16896,990000,1,2,1,45,1,2,0,0,0,0,-194708.4523,48342,49140,49451,20921,20058,0,2065,1376,701,705,706,
16897,200000,1,0,2,40,1,-2,-1,,-1,-2,0,0,200,1000,0,0,0,200,1000,0,0,0,
16898,,1,1,2,33,0,0,0,0,0,0,167272,182401,196314,170380,187450,204331,18000,18000,10000,20000,20000,20000,
16899,430000,6,1,13,34,0,0,0,0,0,0,416678,424740,434836,378571,228568,232668,16005,18016,16005,9005,9013,8010,
16900,190000,1,3,1,34,0,0,0,0,0,0,187780,189924,192232,186472,190262,193403,6781,7071,6744,6866,7203,7182,
16901,50000,1,3,2,38,1,2,0,0,0,0,38811,33993,35365,15426,17157,21842,0,2077,2000,2000,5000,0,
16902,110000,1,2,-2,40,0,0,0,0,0,0,106455,109191,110937,108869,43207,42954,-12746.8714,5000,3814,2000,1600,1600,
16903,20000,1,3,2,46,0,0,0,0,0,0,9784,11195,12542,13619,14415,15281,1885,1838,1300,1000,1074,183,
16904,100000,1,3,2,45,-1,-1,0,0,0,0,,71944,72486,73717,74402,73187,72024,4028,6006,3018,3000,3008,
16905,370000,1,1,2,37,-2,-4,-2,-2,-2,-2,12913,3409,-947,1895,,-168255.418,3409,2070,1895,2214,29613,535,
16906,320000,1,4,2,36,-2,-2,-2,-2,-2,-2,2860,16021,0,0,0,0,16021,0,0,0,0,0,
16907,80000,1,1,1,33,0,0,0,19,0,0,45524,62969,36217,36386,41596,27635,2000,-272,2000,6500,8000,5000,
16908,100000,1,1,1,35,1,,-2,-2,-2,-1,0,0,0,0,0,970,0,0,0,0,970,830,
16909,,1,2,1,42,2,0,4,0,0,0,26883,27884,28958,29864,30632,31274,1452,1526,,1200,1072,1326,
16910,90000,1,3,1,46,,0,0,11,0,0,91092,91229,66730,44850,29257,24755,4000,3000,2000,638,2000,500,
